sector,sector_index,rank,source_order,bloomberg_ticker,search_ticker,index_weight
Data Center,ENGCT Index,22,22,,,
Data Center,ENGCT Index,23,23,,,
Data Center,ENGCT Index,24,24,,,
Data Center,ENGCT Index,25,25,,,
Data Center,ENGCT Index,26,26,,,
Data Center,ENGCT Index,27,27,,,
Data Center,ENGCT Index,28,28,,,
Data Center,ENGCT Index,29,29,,,
Data Center,ENGCT Index,30,30,,,
Data Center,ENGCT Index,31,31,,,
Data Center,ENGCT Index,32,32,,,
Data Center,ENGCT Index,33,33,,,
Data Center,ENGCT Index,34,34,,,
Data Center,ENGCT Index,35,35,,,
Data Center,ENGCT Index,36,36,,,
Data Center,ENGCT Index,37,37,,,
Data Center,ENGCT Index,38,38,,,
Data Center,ENGCT Index,39,39,,,
Data Center,ENGCT Index,40,40,,,
Data Center,ENGCT Index,41,41,,,
Data Center,ENGCT Index,42,42,,,
Data Center,ENGCT Index,43,43,,,
Data Center,ENGCT Index,44,44,,,
Data Center,ENGCT Index,45,45,,,
Data Center,ENGCT Index,46,46,,,
Data Center,ENGCT Index,47,47,,,
Data Center,ENGCT Index,48,48,,,
Data Center,ENGCT Index,49,49,,,
Data Center,ENGCT Index,50,50,,,
Data Center,ENGCT Index,51,51,,,
Data Center,ENGCT Index,52,52,,,
Data Center,ENGCT Index,53,53,,,
Data Center,ENGCT Index,54,54,,,
Data Center,ENGCT Index,55,55,,,
Data Center,ENGCT Index,56,56,,,
Data Center,ENGCT Index,57,57,,,
Data Center,ENGCT Index,58,58,,,
Data Center,ENGCT Index,59,59,,,
Data Center,ENGCT Index,60,60,,,
Data Center,ENGCT Index,61,61,,,
Data Center,ENGCT Index,62,62,,,
Data Center,ENGCT Index,63,63,,,
Data Center,ENGCT Index,64,64,,,
Data Center,ENGCT Index,65,65,,,
Data Center,ENGCT Index,66,66,,,
Data Center,ENGCT Index,67,67,,,
Data Center,ENGCT Index,68,68,,,
Data Center,ENGCT Index,69,69,,,
Data Center,ENGCT Index,70,70,,,
Data Center,ENGCT Index,71,71,,,
Data Center,ENGCT Index,72,72,,,
Data Center,ENGCT Index,73,73,,,
Data Center,ENGCT Index,74,74,,,
Data Center,ENGCT Index,75,75,,,
Data Center,ENGCT Index,76,76,,,
Data Center,ENGCT Index,77,77,,,
Data Center,ENGCT Index,78,78,,,
Data Center,ENGCT Index,79,79,,,
Data Center,ENGCT Index,80,80,,,
Data Center,ENGCT Index,81,81,,,
Data Center,ENGCT Index,82,82,,,
Data Center,ENGCT Index,83,83,,,
Data Center,ENGCT Index,84,84,,,
Data Center,ENGCT Index,85,85,,,
Data Center,ENGCT Index,86,86,,,
Data Center,ENGCT Index,87,87,,,
Data Center,ENGCT Index,88,88,,,
Data Center,ENGCT Index,89,89,,,
Data Center,ENGCT Index,90,90,,,
Data Center,ENGCT Index,91,91,,,
Data Center,ENGCT Index,92,92,,,
Data Center,ENGCT Index,93,93,,,
Specialty,ENGYT Index,1,7,VICI UN,VICI,60.431922
Specialty,ENGYT Index,2,4,GLPI UW,GLPI,25.474384
Specialty,ENGYT Index,3,3,EPR UN,EPR,8.405958
Specialty,ENGYT Index,4,1,ARF AT,ARF,1.786916
Specialty,ENGYT Index,5,6,SAFE UN,SAFE,1.636431
Specialty,ENGYT Index,6,2,CQE AT,CQE,1.176187
Specialty,ENGYT Index,7,5,PUBLI NO,PUBLI,1.088203
Specialty,ENGYT Index,8,8,,,
Specialty,ENGYT Index,9,9,,,
Specialty,ENGYT Index,10,10,,,
Specialty,ENGYT Index,11,11,,,
Specialty,ENGYT Index,12,12,,,
Specialty,ENGYT Index,13,13,,,
Specialty,ENGYT Index,14,14,,,
Specialty,ENGYT Index,15,15,,,
Specialty,ENGYT Index,16,16,,,
Specialty,ENGYT Index,17,17,,,
Specialty,ENGYT Index,18,18,,,
Specialty,ENGYT Index,19,19,,,
Specialty,ENGYT Index,20,20,,,
Specialty,ENGYT Index,21,21,,,
Specialty,ENGYT Index,22,22,,,
Specialty,ENGYT Index,23,23,,,
Specialty,ENGYT Index,24,24,,,
Specialty,ENGYT Index,25,25,,,
Specialty,ENGYT Index,26,26,,,
Specialty,ENGYT Index,27,27,,,
Specialty,ENGYT Index,28,28,,,
Specialty,ENGYT Index,29,29,,,
Specialty,ENGYT Index,30,30,,,
Specialty,ENGYT Index,31,31,,,
Specialty,ENGYT Index,32,32,,,
Specialty,ENGYT Index,33,33,,,
Specialty,ENGYT Index,34,34,,,
Specialty,ENGYT Index,35,35,,,
Specialty,ENGYT Index,36,36,,,
Specialty,ENGYT Index,37,37,,,
Specialty,ENGYT Index,38,38,,,
Specialty,ENGYT Index,39,39,,,
Specialty,ENGYT Index,40,40,,,
Specialty,ENGYT Index,41,41,,,
Specialty,ENGYT Index,42,42,,,
Specialty,ENGYT Index,43,43,,,
Specialty,ENGYT Index,44,44,,,
Specialty,ENGYT Index,45,45,,,
Specialty,ENGYT Index,46,46,,,
Specialty,ENGYT Index,47,47,,,
Specialty,ENGYT Index,48,48,,,
Specialty,ENGYT Index,49,49,,,
Specialty,ENGYT Index,50,50,,,
Specialty,ENGYT Index,51,51,,,
Specialty,ENGYT Index,52,52,,,
Specialty,ENGYT Index,53,53,,,
Specialty,ENGYT Index,54,54,,,
Specialty,ENGYT Index,55,55,,,
Specialty,ENGYT Index,56,56,,,
Specialty,ENGYT Index,57,57,,,
Specialty,ENGYT Index,58,58,,,
Specialty,ENGYT Index,59,59,,,
Specialty,ENGYT Index,60,60,,,
Specialty,ENGYT Index,61,61,,,
Specialty,ENGYT Index,62,62,,,
Specialty,ENGYT Index,63,63,,,
Specialty,ENGYT Index,64,64,,,
Specialty,ENGYT Index,65,65,,,
Specialty,ENGYT Index,66,66,,,
Specialty,ENGYT Index,67,67,,,
Specialty,ENGYT Index,68,68,,,
Specialty,ENGYT Index,69,69,,,
Specialty,ENGYT Index,70,70,,,
Specialty,ENGYT Index,71,71,,,
Specialty,ENGYT Index,72,72,,,
Specialty,ENGYT Index,73,73,,,
Specialty,ENGYT Index,74,74,,,
Specialty,ENGYT Index,75,75,,,
Specialty,ENGYT Index,76,76,,,
Specialty,ENGYT Index,77,77,,,
Specialty,ENGYT Index,78,78,,,
Specialty,ENGYT Index,79,79,,,
Specialty,ENGYT Index,80,80,,,
Specialty,ENGYT Index,81,81,,,
Specialty,ENGYT Index,82,82,,,
Specialty,ENGYT Index,83,83,,,
Specialty,ENGYT Index,84,84,,,
Specialty,ENGYT Index,85,85,,,
Specialty,ENGYT Index,86,86,,,
Specialty,ENGYT Index,87,87,,,
Specialty,ENGYT Index,88,88,,,
Specialty,ENGYT Index,89,89,,,
Specialty,ENGYT Index,90,90,,,
Specialty,ENGYT Index,91,91,,,
Specialty,ENGYT Index,92,92,,,
Specialty,ENGYT Index,93,93,,,
